Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
34	1.355578	3.3345225	10.398414	-4.339368	6.0	8.845338	47.0	0.0	300.0	33085.0	0.03150952380952381	0.4420583	0.9160563	4.091687	-2.8697329	1.2472839	1.9036146	14.39166	-2.248478	-7.382504e-09	-0.008786289	-1.2207031e-08	-0.012562968	0.691871	-0.18736452	6.587928	-2.0632143	1.9519033	0.022556305	2.2499993	0.0	1.68325	0.0086769955	1050000	3001.427401781082
35	1.8185029	3.1036227	8.934444	-4.3669295	4.95	7.442278	33.0	0.0	300.0	33580.0	0.031092592592592592	0.52878535	0.8968063	3.3116775	-2.7972212	1.4846529	2.0552285	15.082788	-1.6909751	-6.770038e-09	-0.008985874	-8.138021e-09	-0.0130971335	0.8204745	-0.17845082	5.5448613	-1.6408908	1.9744596	0.022520065	2.1637163	0.0	1.6507474	0.0083782375	1080000	3090.6950738430023
36	1.1040138	3.2643814	13.779868	-3.9723263	4.3	6.857843	28.0	0.0	300.0	34010.0	0.03063963963963964	0.5522391	0.88175744	3.4659345	-2.962311	1.1587185	1.6539053	13.041379	-1.5912222	-2.0345052e-09	-0.008263645	-2.0345052e-09	-0.010799959	0.6671853	-0.18520156	4.7253385	-1.5261958	1.9969797	0.022260666	2.3951879	0.0	1.6544256	0.009468494	1110000	3175.0844354629517
37	1.3753035	3.03986	10.686453	-4.367295	4.19	7.624559	34.0	0.0	300.0	34429.0	0.030200877192982457	0.49967924	0.91911525	3.6425343	-2.8354387	1.2992597	1.742028	13.958787	-1.9524621	-1.354176e-09	-0.00875094	-1.0172526e-09	-0.013854296	0.6013916	-0.17607418	5.75907	-1.6867924	2.0192404	0.021998644	2.236792	0.0	1.6408738	0.009203397	1140000	3259.043309688568
38	1.6328292	3.7013657	13.131977	-4.016	4.41	6.8776383	28.0	0.0	300.0	34870.0	0.029803418803418802	0.4442231	0.9373996	3.347816	-2.9624257	1.213263	1.750067	14.256851	-1.8055958	-1.9931237e-09	-0.009145392	1.0172526e-09	-0.012915836	0.8148206	-0.22013819	5.6399927	-1.6867595	2.041239	0.021862745	2.1837103	0.0	1.6275079	0.009402383	1170000	3346.5570197105408
39	1.275331	3.4164743	12.100878	-4.846591	2.9	4.7968736	23.0	0.0	300.0	35160.0	0.0293	0.62109375	1.0249777	3.8561382	-3.3256128	1.2592071	1.5132279	13.3895035	-2.088018	0.0	-0.0062602214	0.0	-0.008562384	0.8348155	-0.23474026	3.1863768	-1.4011546	2.0631018	0.021151066	3.076684	0.0	1.6456718	0.0085901	1200000	3435.645474433899
40	0.74542946	3.401687	8.301859	-4.7726216	4.09	7.27337	36.0	0.0	300.0	35569.0	0.02891788617886179	0.4591808	0.9059806	3.705538	-2.578062	0.8112991	1.1874985	9.292441	-1.4794271	6.1035155e-09	-0.0077161416	6.1035155e-09	-0.0103786215	0.78259504	-0.187635	3.8735266	-1.4189553	2.0842528	0.020997763	2.5354428	0.0	1.6367912	0.008605019	1230000	3521.022233724594
41	1.1761696	3.2634208	12.185317	-3.8910027	4.01	6.355305	31.0	0.0	300.0	35970.0	0.028547619047619047	0.47834226	0.9544621	3.5163543	-2.8742943	0.99516004	1.5738348	12.961736	-1.5383619	8.758685e-09	-0.0063811718	1.6784668e-08	-0.009428849	0.8027268	-0.20192873	4.176331	-1.2674639	2.1052506	0.020840883	3.0543034	0.0	1.6318069	0.008601979	1260000	3604.989352941513
42	1.3569468	3.0746663	11.752949	-4.0064282	5.02	7.8089437	42.0	0.0	300.0	36472.0	0.028272868217054263	0.56729233	0.97068304	4.1585007	-3.035938	1.1691501	1.6518171	15.700327	-2.3019102	-1.9948947e-09	-0.009844134	-5.086263e-09	-0.0148895895	0.8176507	-0.28160083	7.2631116	-2.7184157	2.1260915	0.021131754	2.1048782	0.0	1.6554323	0.008972356	1290000	3689.0180077552795
43	1.9763193	3.3464785	11.12703	-4.2937794	6.36	10.174005	48.0	0.0	300.0	37108.0	0.028112121212121213	0.52459586	0.9129053	3.5913403	-2.8976905	1.5350337	2.152718	15.118991	-1.7672383	6.38903e-09	-0.0103811305	1.2207031e-08	-0.014256822	0.847604	-0.27464134	7.435493	-2.7609963	2.1472232	0.021965742	2.0134041	0.0	1.6742556	0.008970308	1320000	3772.8132712841034
44	1.1858823	3.6971004	12.994293	-5.5260854	3.81	6.461726	27.0	0.0	300.0	37489.0	0.02776962962962963	0.527166	0.95300543	3.1974728	-2.9840982	1.4495919	2.208313	16.12112	-1.9951552	-4.2473752e-10	-0.009269518	4.0690105e-09	-0.0129985735	0.8486761	-0.27001882	6.4211936	-2.8253453	2.169189	0.021682978	2.1793132	0.0	1.6696951	0.009012439	1350000	3856.6315155029297
45	1.6440425	3.5877776	11.89013	-3.8948543	4.28	7.771847	46.0	0.0	300.0	37917.0	0.02747608695652174	0.5403838	0.92508686	3.4829211	-3.6718967	1.183551	1.5498053	13.89032	-1.3780898	2.5504066e-09	-0.0070324866	0.0	-0.0092762085	0.84573114	-0.26506543	5.4551005	-1.9204183	2.190872	0.021641493	2.6439857	0.0	1.6645489	0.0089446725	1380000	3944.197560071945
